Statement,Label,subject
Says Delaware County has more waterfront property than any other county in the state of Ohio,TRUE,"environment,water"
Says he has never received any contributions from the Koch brothers.,FALSE,campaign-finance
"John McCain's health care plan ""leaves you on your own to pay McCains health insurance tax.""",FALSE,health-care
Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,TRUE,"education,public-safety"
Says President AbrahamLincoln tried to arm the slaves.,FALSE,history
"I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.",TRUE,"economy,job-accomplishments,jobs,new-hampshire-2012,state-finances,states,taxes"
"Part of his ride was to warn the British that were already there that, Hey, youre not going to succeed.",FALSE,"history,pundits"
I cut taxes 23 times when I was mayor of New York City.,TRUE,taxes
"Governing magazine has estimated that in the states that dont expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...",FALSE,health-care
"In a sweetheart deal members of Congress, thanks to the Obama administration, are going to be the only people in America to get subsidies in the Obamacare exchanges.",FALSE,health-care
"Sen. Robert Bennett, R-Utah, cast votes for TARP, the stimulus, and an individual mandate for health care.",FALSE,"economy,financial-regulation,health-care,pundits"
"Under Republican Governor Chris Christie, tolls cost more. Train and bus rides cost more. College tuition goes up. But Christie protected a tax cut for millionaires.",TRUE,"education,state-finances,taxes,transportation"
"Some 20,000 Delphi salaried retirees lost up to 70 percent of their pensions as a result of political favoritism and backroom deals.",TRUE,"corporations,economy,financial-regulation,pensions,unions"
Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.,TRUE,campaign-advertising
Says new EPA water regulations would force the state to make drainage canals every bit as clean as pristine Florida river systems.,TRUE,"environment,water"
"Sharron Angle supported ""a Scientology plan to give massages to prisoners.""",TRUE,"crime,message-machine,religion"
"During eight years under Ronald Reagan, African-American median income rose by about $5,000.",FALSE,"corrections-and-updates,economy"
The largest enterprise in the world is the federal government of the United States of America,TRUE,"china,corporations,federal-budget,public-service,workers"
Says Oregon ranks 30th in the nation with regard to its incarceration rate.,TRUE,"crime,criminal-justice"
"After 30 years of inaction, we raised fuel standards so that by the middle of the next decade, cars and trucks will go twice as far on a gallon of gas.",TRUE,"energy,environment"
Says Jeb Bush has released 10 percent of his emails.,FALSE,transparency
More private-sector jobs were created in the first eight months of 2010 than in the eight years of the Bush administration.,TRUE,"economy,history,job-accomplishments"
Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,TRUE,"federal-budget,military"
"Karen Handel would have felt like it was OK to go in and abort Sarah Palins son Trig, who has Down syndrome.",FALSE,abortion
The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language.,FALSE,"census,immigration,pop-culture"
"As the CEO of HP, Carly Fiorina laid off 30,000 workers.",TRUE,"candidates-biography,corporations,job-accomplishments,message-machine,workers"
Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.,FALSE,unions
"91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college, but Marco Rubio opposes it.",TRUE,"education,immigration,message-machine-2012"
I remember landing under sniper fire.,FALSE,foreign-policy
Says Mahmoud Ahmadinejad said that if he has a nuclear weapon he will use it to wipe Israel off the face of the earth. He will use it against the United States of America.,FALSE,"foreign-policy,israel,nuclear"
Bill McCollum on the Arizona immigration law.,FALSE,immigration
There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.,FALSE,"foreign-policy,pundits"
Says Rick Perry is the guy that tracked down Democratic legislators who fled Texas in 2003.,FALSE,"bipartisanship,candidates-biography,elections,pundits,redistricting"
Rhode Islands graduated driving license has saved hundreds of lives.,FALSE,"children,crime,public-safety,market-regulation"
"Eighty-five percent of Floridians who will benefit from expanding Medicaid are single, childless adults.",FALSE,"health-care,medicaid"
The Wisconsin unemployment rate was higher than the U.S. rate during only three months when Mary Burke was state commerce secretary.,FALSE,"candidates-biography,economy,jobs,states"
Georgia lawmakers fuel up for the session by feasting on wild hogs.,TRUE,agriculture
Switzerland (where the government) issues every household a gun . . . has the lowest gun related crime rate of any civilized country in the world!!!,FALSE,"crime,government-regulation,guns,military,market-regulation"
Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,TRUE,"candidates-biography,ethics"
Ninety-five percent of all the wages in Texas are above minimum wage.,TRUE,"economy,workers"
We dont have a (military) reserve force if something happens.,FALSE,"immigration,military"
Georgias illegal-immigration legislation simply follows existing federal law.,TRUE,immigration
"Saystheres 400,000 anchor babies born in the United States a year, which areindividuals coming to our country and having their children so their children can be U.S. citizens.",FALSE,immigration
Wisconsin Gov. Scott Walkers budget okays disposing of unclaimed pound dogs to university research facilities.,FALSE,state-budget
"Before the HOPE scholarship, 70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia.",FALSE,education
No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,TRUE,florida
Says Hillary Clinton has spoken such lies about my foreign policy. They said I want Japan to get nuclear weapons. Give me a break.,FALSE,"foreign-policy,nuclear"
The error rates for the Fulton County elections department are well below the average.,FALSE,elections
"Oregon concealed gun applications include home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house whether you were dishonorably discharged from the military, what controlled substances you are taking and were you ever accused of -- accused, mind you -- of stalking.",TRUE,"guns,privacy"
"When I become the nominee, the Democratic nominee, I will be the only pro-choice candidate on the ballot.",TRUE,abortion
"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",TRUE,public-health
"While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.",TRUE,"guns,market-regulation"
"John McCain's tax plan will give no reduction ""for 100-million American families.""",TRUE,taxes
I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,TRUE,"criminal-justice,state-budget"
"Rob Portmans plan to tax, slash and privatize Social Security would devastate Ohioans.",FALSE,"bush-administration,economy,trade"
The founders advised non-interventionism.,TRUE,foreign-policy
The state constitution clearly says theres not to be a state income tax in Tennessee.,FALSE,"legal-issues,taxes"
The Bush administration prosecuted 190 suspected terrorists in federal courts.,FALSE,"homeland-security,legal-issues,military,terrorism"
Quarterbacks won the (Super Bowl) MVP more than 50 percent of the time.,TRUE,sports
This is the slowest job recovery since Hoover.,FALSE,"economy,history,jobs"
Says Mitt Romney flip-flopped on abortion.,TRUE,"abortion,message-machine-2012"
"In the past, President Obama has refused to meet with representatives from Cuban exile organizations.",FALSE,foreign-policy
We buy 35 percent of all Chinese exports.,TRUE,trade
53 percent of Americans cut back on their health care in the last year because of costs.,TRUE,health-care
Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,TRUE,"taxes,transportation"
Wisconsin now ranks among the top 10 states for out-migration.,FALSE,"economy,jobs,population"
Weve outdrawn the Super Bowl for a little while now in the arenas and stadiums that weve followed them in for the Super Bowl. Weve gone in after [the NFL] and surpassed their ticket sales.,TRUE,"pop-culture,sports"
Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,FALSE,"economy,labor,legal-issues,women"
Says the states pension and health benefits reform includes the destruction of public sector collective bargaining rights.,TRUE,"health-care,retirement,state-budget"
Says Paul Workman authored legislation providing amnesty for illegal immigrants.,TRUE,immigration
Steve Santarsiero wrote PAs Gun Safety Law.,FALSE,guns
Says Common Core is a federal mandate.,FALSE,"children,education,federal-budget,states"
Milwaukees police chief can fire officers for basically no cause.,FALSE,"city-government,state-budget"
60 percent of Texas 8th graders are not proficient in math. Only 26% have a teacher with a undergraduate major in math.,TRUE,education
Ten retired nuns were barred from voting in the 2008 Indiana Democratic primary.,TRUE,elections
Goodwill Industries International pays workers with disabilities wages as low as pennies per hour.,TRUE,"disability,income,jobs,workers"
"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""",TRUE,"candidates-biography,message-machine,taxes"
"In Virginia, people are going and getting marriage licenses who are 12 and 13, and 14 and 15 years old.",TRUE,"children,marriage"
Republican ideas on health care dont give people an option to even enroll in something that they can afford.,TRUE,health-care
You cant build a Christian church in Saudi Arabia.,TRUE,"islam,religion"
"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.",FALSE,"cap-and-trade,climate-change,energy,environment"
"The federal government is spending $46,000 a year per family (or group of four) and could balance its budget by dropping that to $30,000.",TRUE,federal-budget
The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.,FALSE,"iraq,military"
(Romney's) record was that he raised taxes by $730-million.,TRUE,taxes
The U.S. military footprint in Africa is nearly nonexistent.,TRUE,"foreign-policy,military"
On campaign donations from Texas Capitol lobbyists.,TRUE,campaign-finance
"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",TRUE,"federal-budget,medicaid,medicare,social-security"
There are only about 10 people in the United States Senate who have any real business experience.,TRUE,"congress,job-accomplishments"
Senator Jeff Plale saved my job -- and some 300 others at Bucyrus International.,FALSE,"job-accomplishments,message-machine,trade"
95 percent of the worlds customers are beyond our shores.,TRUE,"economy,trade"
Says he is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.,FALSE,transportation
Says he restored prayer and the pledge in our schools.,TRUE,"education,job-accomplishments,religion"
"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists.""",TRUE,energy
SaysPatrick Murphys Pay More energy agenda means you could pay another $500 a year for your utility bills!,FALSE,"energy,environment"
Paul Ryan is one of less than a dozen Republican congressmen to have voted for every bailout to come before Congress.,FALSE,"corporations,economy,federal-budget,financial-regulation,housing,transportation"
Says 50 million people would lose their health insurance if Obamacare is repealed.,FALSE,"debates,health-care"
Virginia Democrats recently enforced voter ID rules that were considerably more stringent than those contained in the state law they denounce.,TRUE,elections
"Under Donald Trumps tax plan, the top 0.1 percent of taxpayers -- people earning multiple millions of dollars a year, on average -- would get more tax relief than the bottom 60 percent of taxpayers combined.",TRUE,"income,taxes,wealth"
Federal money for Medicaid expansion is guaranteed for a few years and then goes away.,FALSE,"federal-budget,medicaid"
"Barack Obama will ""raise Social Security taxes.""",TRUE,social-security
Obesity kills 34 children per hour.,FALSE,"children,health-care,public-health"
Sherrod Brown sent billions of our tax dollars to foreign countries.,FALSE,"congress,federal-budget,foreign-policy,message-machine-2012,stimulus"
Says PolitiFact listed Governor Scott Walker of Wisconsin as the Governor who told the most lies and our own untruthful Governor Chris Christie made it into Politifacts top five of Lie - en Governors.,FALSE,candidates-biography
On whether President Obamas speeches to school children spread socialist ideology.,FALSE,education
The number of jobs created and people lifted out of poverty during Bill Clintons presidency was a hundred times what it was under President Ronald Reagan.,FALSE,"economy,history,jobs,poverty"
"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.",FALSE,"job-accomplishments,veterans"
"(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.",TRUE,disability
"People want the minimum wage, they want marriage equality, they want womens health care. Theres issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasnt. Youve seen the actions hes taken on them.",TRUE,"gays-and-lesbians,health-care,marriage,state-budget,state-finances,women,workers"
Dubious taxpayer-funded stimulus spending -- Part II.,FALSE,"economy,federal-budget,government-efficiency,state-finances,stimulus"
"Phil Puckett voted no on sending the EPA a message that theyve gone too far not once, but twice.",FALSE,"energy,environment,government-regulation"
"A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.",TRUE,"retirement,state-budget,state-finances"
"Obama voted to raise taxes on people making just $42,000.",FALSE,taxes
AIG has fully repaid the federal government plus a profit of more than $22 billion.,TRUE,"corporations,federal-budget,financial-regulation"
The financial regulatory bill will kill jobs.,FALSE,"economy,financial-regulation,market-regulation"
"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",TRUE,bush-administration
Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.,TRUE,"deficit,federal-budget"
"Says if we raise the number of third-graders who read at a third-grade level, we affect everything, from graduation rates to incarceration rates.",TRUE,education
"The 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through Phoenix.",FALSE,immigration
Says Measures 82 and 83 authorize just one more casino.,TRUE,"gambling,message-machine-2012"
"Says as of November, we were ranked 45th in the nation in terms of job creation, according to the U.S. Bureau of Labor Statistics.",FALSE,jobs
John Kitzhaber is the only pro-choice candidate in the race for governor.,FALSE,abortion
"When it comes to aid, ""the United States is still about half as what European countries give as a percentage.""",TRUE,"foreign-policy,pop-culture"
"You dont see Norway losing population, and its taxes are astronomical.",TRUE,taxes
Says marijuana use among Colorado high school students has not increased since legalization.,TRUE,marijuana
Expanding Medicaid would create 63k jobs.,TRUE,"health-care,medicaid,poverty"
Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.,TRUE,"economy,jobs,poverty"
Florida is considered the fourth-largest gambling state in the nation.,TRUE,gambling
"Georgia public sector employees do not have a say in the conditions of their employment, do not have bargaining rights or a say in their working conditions.",FALSE,"unions,workers"
Says that Secretary of State Jon Husted and former secretary Jennifer Brunner both have supported a provision in Senate Bill 47 that would limit the days organizers have to collect signatures for initiative and referendum petitions.,TRUE,elections
Ken Cuccinelli tried to shut down state government.,FALSE,"bipartisanship,state-budget"
"When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country.",TRUE,"deficit,history,state-finances,states"
"Says that as Massachusetts governor, Mitt Romney condemned coal-fired plants, saying they kill people.",TRUE,"economy,energy,environment"
College tuition rates in Texas jumped by 55% since 2003.,TRUE,"education,state-budget,state-finances"
Several elected state officials have opened their homes to children in need of loving families.,TRUE,children
Rhode Island is one of only six states to use E-Verify.,FALSE,immigration
"We know from ... the federal data, that they only stop or apprehend one out of four illegal people crossing our border.",FALSE,immigration
John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,FALSE,iraq
Says he signed legislation leading to 12 Texas abortion clinics being closed.,FALSE,"abortion,state-budget,state-finances"
It is Hillary Clintons agenda to release the violent criminals from jail. She wants them all released.,FALSE,"crime,criminal-justice,legal-issues"
"Youve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.",TRUE,"medicare,social-security"
"Says economists Harvey Rosen and Martin Feldstein have said that paying for (Mitt) Romneys tax cuts would require large tax increases on families making between $100,000 and $200,000.",FALSE,taxes
Says Mitt Romney put Planned Parenthood on a state medical board but failed to put a pro-life group on the same board.,TRUE,"abortion,message-machine-2012"
Three courts have found the new health care law constitutional and two have found it unconstitutional.,TRUE,"health-care,legal-issues"
"Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in.",TRUE,"economy,housing"
"You cant bring an iPad or a piece of paper and a pencil in the (Wisconsin Assembly) gallery to take notes of whats going on, but you can bring a gun up there.",TRUE,"guns,states,technology,transparency"
"Passage of Clinton budget bill in 1993 ""led to an enormous flowering of the economy in America.""",TRUE,"economy,federal-budget,history,taxes,abc-news-week"
Says he tore down hundreds of abandoned homes that served as havens for crime and reduce(d) the value of our neighborhoods.,TRUE,"criminal-justice,urban"
Compact fluorescent light bulbs are toxic and not environmentally friendly.,TRUE,"consumer-safety,energy,market-regulation"
"The proposed mine in northern Wisconsin would be built without any government oversight, and will be nine miles long.",FALSE,"economy,environment,jobs"
Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,TRUE,transportation
"At the moment, energy companies spend 0.25 percent on RD.",TRUE,"corporations,energy,oil-spill,pundits,science,technology"
"Ohio is probably top five in the country, sadly, in terms of heroin overdoses. Its now exceeded car accidents as the No. 1 cause of death in Ohio.",TRUE,"drugs,health-care"
The U.S. military is in 130 countries. We have 900 bases around the world.,TRUE,"federal-budget,foreign-policy,military"
The Russians didnt wear uniforms when they came in to Ukraine.,TRUE,"foreign-policy,military"
"Says that illegal immigrants get a $100,000 break on University of Texas tuition over four years.",TRUE,"education,state-budget,state-finances"
Rick Perry doesnt think there should be a federal minimum wage.,TRUE,"economy,federal-budget,state-budget"
"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.",TRUE,"economy,job-accomplishments,small-business"
It is truethat we know that ISIS is present in Ciudad Juarez (Mexico),FALSE,"homeland-security,immigration,iraq,terrorism"
The home-mortgage deduction is widely thought to be a middle-class benefit. Its not -- 73 percent of it goes to people making a quarter-million dollars or more a year.,TRUE,"housing,income,taxes"
A real result of his term is Georgia having the lowest taxes per capita of any state.,FALSE,taxes
Most of the black scientists in this country dont come from schools like the University of Texas. They come from lesser schools.,TRUE,education
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,TRUE,taxes
Even high estimates for an early draft of the health care plan are less than the $1.8 trillion cost of the Bush tax cuts.,TRUE,"economy,health-care,pundits,taxes"
"Bill McCollum ""cost the rest of us billions"" as a member of Congress, including a national debt that ""skyrocketed"" to $4.7 trillion.",TRUE,candidates-biography
The White House had a live video feed of the Benghazi attacks as they occurred.,FALSE,"crime,criminal-justice,foreign-policy,terrorism"
Says a Pro-Stimulus economist admits it is not working,FALSE,"economy,stimulus"
"Says Donald Trump was asked if he would defend our allies. He said well, first hed want to know if they made any payments to us to defend them.",TRUE,"foreign-policy,homeland-security,military"
"In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.",TRUE,"jobs,tourism"
Florida is 49th in per capita spending on mental health care.,TRUE,health-care
Says President Barack Obama has been presiding over our jobs going overseas for seven years.,FALSE,"economy,foreign-policy,jobs,trade"
The oceans have become 30 percent more acidic.,TRUE,"animals,climate-change,economy,energy,environment,history,public-health,science,weather"
"The book Little Red Riding Hood is something thats been banned in America, but not assault weapons.",FALSE,"education,guns"
Thomas Jefferson created the Marines for the Islamic pirates that were happening.,TRUE,"military,pundits"
The nations food supply is 99.99 percent safe.,FALSE,food-safety
"150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.",TRUE,oil-spill
"In Rhode Island today, 25 percent of our households either dont have a bank account at all, or they have a bank account and theyre still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.",TRUE,"debt,economy,families,financial-regulation,income,poverty,wealth,workers"
Our whole food system in this country...most of it is genetically engineered. And (there is) no testing for the health consequences of this food.,TRUE,consumer-safety
"Despite what you may have heard about Wisconsins finances, Wisconsin is on track to have a budget surplus this year.",FALSE,"labor,pundits,state-budget"
Weve saved over $100 million of (health care) costs in Milwaukee County. I did that.,TRUE,"health-care,job-accomplishments"
"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff.",TRUE,history
Says members of the military have sent him more campaign contributions than theyve sent President Barack Obama and more than twice what theyve sent other Republican presidential candidates.,TRUE,campaign-finance
Congressman Robert Hurt has a plan to cut education by 40 percent.,FALSE,"education,federal-budget,state-budget"
To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.,TRUE,health-care
The federal health care law raises taxes and cuts Medicare.,TRUE,"health-care,medicare,taxes"
"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.",TRUE,"afghanistan,foreign-policy,military,abc-news-week"
"I vetoed more than $3 billion in spending. Lawmakers and I cut taxes for 40,000 small businesses. Now Texas is No. 1 in job creation. The nations five best housing markets are right here in Texas. We balanced five state budgets and we cut state spending.",TRUE,"economy,housing,job-accomplishments,state-budget"
Says President Barack Obama has not raised taxes.,FALSE,taxes
SaysDonald Trump called pregnant employees an inconvenience.,TRUE,economy
"Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.",FALSE,"economy,health-care,jobs"
McCain opposes repeal of the death tax.,TRUE,taxes
Says signs posted at projects funded by the federal stimulus act has cost 20 or 40 million dollars.,TRUE,"deficit,federal-budget,stimulus"
"Amid the crisis at our southern border, there are reports of illegal migrants carrying deadly diseases such as Ebola virus.",FALSE,"ebola,health-care,immigration,public-health"
"Says for the equivalent cost of a single mile of freeway, we have a bike infrastructure.",TRUE,transportation
"If the debt ceiling is surpassed, our nation will not go into default as some suggest.",TRUE,"economy,federal-budget"
"While (Chris Christie) talks about job creation, we dont see jobs being created in this state.",FALSE,jobs
Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.,TRUE,"health-care,legal-issues,message-machine"
We have more scientists and engineers per square mile than anywhere in the world.,TRUE,"economy,jobs,science,workers"
The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.,TRUE,"military,stimulus"
The (Wisconsin) governor has proposed tax giveaways to corporations.,TRUE,"corporations,pundits,taxes,abc-news-week"
Bike lanes and sidewalks have been proven to reduce crashes by up to 38 percent on Austins streets.,FALSE,"city-government,corrections-and-updates,transportation"
"Every illegal immigrant can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in.",FALSE,"immigration,taxes"
You look at defense were spending more than the rest of the world combined.,FALSE,"federal-budget,military,new-hampshire-2012"
The Navy is bringing charges against a Navy officer who shot at the Chattanooga shooter for illegally discharging a firearm on federal property.,FALSE,"guns,military,terrorism"
"Says when Mitt Romney was governor, Massachusetts was 47th in job creation",TRUE,jobs
The 12 hottest years on record have come in the last 15 years.,TRUE,environment
Says Daniel Webster used taxpayer funds to build a lobbyist lounge.,FALSE,"message-machine-2012,taxes"
"Says 97 cents of every dollar played represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds.",FALSE,"lottery,state-budget,state-finances"
We got a million jobs.,TRUE,"economy,job-accomplishments,jobs"
Says Wisconsin Supreme Court Justice David Prosser has prejudged matters that are likely to come before the court.,FALSE,legal-issues
Says Hillary Clinton sent a memo to all State Department staff that said you should not do State Department business on personal email.,TRUE,"ethics,transparency"
Bill White has presided over the construction of what may be the worlds largest abortion clinic.,FALSE,abortion
PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.,FALSE,"message-machine-2012,taxes,voting-record"
"As governor, I cut $5 billion in spending.",TRUE,"job-accomplishments,message-machine-2012,state-budget,state-finances"
One in three American women will have had an abortion by the time she reaches the age of 45.,TRUE,abortion
"Ann Kuster turned a blind eye to those in need of funding by voting against funding for our nations veterans, low-income women and children, the FDA and the National Institutes of Health.",FALSE,"children,federal-budget,health-care,public-health,science,veterans,women"
One person has been fired at the Veterans Administration for withholding services.,FALSE,veterans
"Currently, almost 40 percent of people with HIV are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected with HIV.",TRUE,public-health
Obama has proposed a 1.4% pay increase for active duty military in 2011. This is THE LOWEST SINCE 1973 ... A LOWER PAY INCREASE THAN WELFARE RECIPIENTS!!!,FALSE,"military,workers"
Trump refuses to denounce the KKK.,FALSE,candidates-biography
Says Barack Obama broke a decades-old policy of not negotiating with terrorists.,FALSE,"foreign-policy,iraq,terrorism"
"From 1960, the year I was born, until the time I became Governor in 2003, the average two-year increase in Minnesota state spending was 21 percent. we brought that down dramatically, to about 1.7 percent per year.",TRUE,state-budget
Corporate taxes will soon be the highest in the industrialized world.,TRUE,"corporations,taxes"
Lincoln was fervently making plans to send all freed slaves to the jungles of Central America once the (Civil War) was over. The only thing that kept this from happening was his assassination.,FALSE,"diversity,history"
"Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.",FALSE,"crime,criminal-justice,government-regulation,guns,military,public-health,recreation,market-regulation"
Herman Cain is a pro-choice candidate.,FALSE,"abortion,message-machine-2012"
Subsidies for oil and gas companies make up 88 percent of all federal subsidies. Just cutting the oil and gas subsidies out would save the U.S. government $45 billion every year.,FALSE,"energy,federal-budget,oil-spill,pundits,taxes"
"Says if elected, he would be the first Mayor who lives east of 82nd.",TRUE,elections
Mitt Romney is the first Massachusetts politician to run for president and not win the New Hampshire primary in a generation.,TRUE,"candidates-biography,elections,new-hampshire-2012"
"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165.""",TRUE,stimulus
You would receive a citation for taking a dildo to class at the University of Texas.,TRUE,"education,guns,market-regulation"
"For African-Americans between the ages of 17 and 20, the real unemployment rate is 51 percent.",TRUE,"diversity,economy,jobs"
Weve seen more manufacturing jobs created since Ive been president than anytime since the 1990s. Thats a fact.,TRUE,"economy,labor"
President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).,TRUE,"florida,health-care"
The Obama administration will give Pennsylvania $160 million to pay for health insurance plans that cover any legal abortion.,FALSE,"abortion,health-care,states"
Abortion is the second-most conducted surgical procedure in this country.,FALSE,"abortion,health-care"
"In New Orleans, nearly100 percent of our kids are in charter schools.",TRUE,"education,natural-disasters"
The steel industry is producing as much steel in the United States as it ever was. Its just (that) it needs one-tenth of the workers that it used to.,FALSE,"economy,jobs,trade"
"If you want to see the jobs that Ive saved and created in this storm he helped create, go anywhere in Ohio.",TRUE,job-accomplishments
Austin is the largest city in the U.S. or Texas with no geographic representation on its city council.,TRUE,elections
She stood by our National Guard and Reserve and kept standing till they received health care they deserved.,TRUE,military
"Under Donald Trumps tax plan, 51 percent of single parents would see their taxes go up.",TRUE,taxes
"In 40 years, 23,000 chemicals came on the market and only four were regulated.",FALSE,"environment,public-health"
We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.,TRUE,energy
"Over half of the people who would be taxed under (a millionaire surtax) are, in fact, small businesspeople.",FALSE,"taxes,abc-news-week"
Says Senate Minority Leader Mitch McConnell has blocked the Senate over 400 times.,TRUE,congressional-rules
Mental health provisions related to mass shootings got over 90 votes in the Senate.,TRUE,"guns,health-care"
"Young women today in metropolitan areaswho are childless and single are out-earning childless, single young males.",TRUE,"income,jobs,women"
Says Virginia saved $300 million by rebidding a Metrorail construction project to exclude guaranteed union contracts.,TRUE,"transportation,unions"
"You worked hard for your money and you paid your taxes when you earned it. Now, (Indiana Republican congressional candidate) Todd Young wants to tax it again when you spend it.",TRUE,"message-machine,retirement,taxes"
"In terms of the wealthiest Americans, were at the lowest tax rate since the 1950s.",TRUE,taxes
No one thought we could get a bipartisan bill (Medicaid) passed. We did in the Florida Senate.,FALSE,"health-care,medicare,state-budget"
Were inches away from no longer having a free economy.,FALSE,"economy,market-regulation"
Florida election officials requests to some residents to submit proof of citizenship is a backdoor poll tax.,TRUE,"elections,immigration,poverty"
"Romneycare covers abortion, illegal immigrants and has a public option. Obamacare does not.",FALSE,"abortion,health-care,immigration"
"Not a single Republican candidate, announced or potential, is clearly and consistently supporting a path to citizenship. Not one.",FALSE,immigration
Obamacare carries on even under a government shutdown.,TRUE,"federal-budget,government-efficiency,health-care"
Atlanta Public Schools 2011 CRCT tests were given under the strictest security possible.,FALSE,education
Says Barack Obama promised gasoline at $2.50 a gallon.,FALSE,"energy,gas-prices,transportation"
"Even after Syrian troops began to shoot protesters in the streets with live ammunition in 2011, Clinton labeled Bashar al-Assad a reformer.",TRUE,foreign-policy
"When I was Mayor of South Pasadena, we actually reduced the property taxes we collected.",FALSE,taxes
Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.,TRUE,"federal-budget,medicare"
"Were losing almost 6,000 state jobs.",TRUE,"jobs,state-budget"
"About 40 percent of U.S. illegal immigrants came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home.",TRUE,immigration
"The Obama administration ""spent more money on the Cash for Clunkers program than the space program.""",FALSE,space
"Wikileaks also shows how John Podesta rigged the polls by oversampling Democrats, a voter suppression technique.",FALSE,polls
Florida has more concealed weapons permits than any other state.,TRUE,guns
"Says Hillary Clinton told her daughter and a government official that Benghazi was a terrorist attack, and then tells everybody else that it was a video.",FALSE,"foreign-policy,terrorism"
